Order Number,Customer Number,City,Prov,Postal Code,Order First Time,Source,Sales amount,Item Num,Item Description,Category code,Quantity
R4336921,0036341451,BUCKHORN,ON,K0L1J0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336924,0033799123,CLYDE,AB,T0G0P0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336941,0033066846,WASAGA BEACH,ON,L9Z1M8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336945,0036341576,LANGLEY,BC,V2Y2Z2,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336963,0036341659,WINNIPEG,MB,R3N1M3,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336973,0002565661,BRANTFORD,ON,N3R6G7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335966,0036340255,MISSISSAUGA,ON,L5A4A3,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335961,0028395499,BEACONSFIELD,QC,H9W5N9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335968,0036340263,ANCASTER,ON,L9K1H8,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335983,0020060679,SURREY,BC,V3R4G2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335964,0026259689,VANCOUVER,BC,V6Z2R1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335908,0029363058,SURREY,BC,V3S8Z6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335905,0025605080,TORONTO,ON,M1C2V4,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335906,0020919106,CALGARY,AB,T2J6E1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335907,0010825776,DAUPHIN,MB,R7N0P5,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335939,0020846507,BRADFORD,ON,L3Z2M6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335935,0013335138,NORTH YORK,ON,M2N7C1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335944,0036340289,NORTH VANCOUVER,BC,V7L1K8,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335936,1247200049,BEAUMONT,AB,T4X1G1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336443,0036341089,TORONTO,ON,M6E4T1,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336481,0009003203,CLINTON,ON,N0M1L0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336032,0010239259,BOW ISLAND,AB,T0K0G0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336063,0009456377,CAMPBELL RIVER,BC,V9H1N9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336125,0033887019,FREDERICTON,NB,E3A1A9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336909,0036341402,SOUTHAMPTON,ON,N0H2L0,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336911,0021213061,AJAX,ON,L1S7H8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336913,0036341451,BUCKHORN,ON,K0L1J0,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336897,0036341345,WOODSTOCK,ON,N4T0A7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336885,1206031054,BURLINGTON,ON,L7P3M9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336894,0036341410,TORONTO,ON,M6H2V2,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336906,0036255941,ROCKY MOUNTAIN HOUSE,AB,T4T1A5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336907,0020969473,WATERVILLE-SUNBURY,NB,E2V3T6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336908,1176087789,WINNIPEG,MB,R2M3N7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336903,0035060474,WASAGA BEACH,ON,L9Z3B1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336898,0032138976,LR. SACKVILLE,NS,B4C3X9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336905,0022836969,RICHMOND,BC,V7E1K6,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336929,0004917787,COBOURG,ON,K9A3H5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336931,0023866403,WINDSOR,ON,N8N4L2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336935,0020025367,OAKVILLE,ON,L6L6L4,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335897,0011501269,ST MARYS,ON,N4X1C5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335848,0020684940,LAKEFIELD,ON,K0L2H0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335849,0036340008,PETERBOROUGH,ON,K9H3L9,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
X6612770,0036344505,CORNWALL,ON,K6H4G3,Y,WEB,"1,599.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4334962,0032423055,SASKATOON,SK,S7K6A8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335847,0025733767,ST CATHARINES,ON,L2S2E5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335924,0035961283,GRANDE PRAIRIE,AB,T8V6X2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336938,1270765942,SURREY,BC,V3W0Z8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337020,0027247964,SURREY,BC,V3W1K3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337021,0002223121,DELTA,BC,V4K2Z3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337002,0036155893,SCARBOROUGH,ON,M1G2V1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337019,0026170571,YORK,ON,M6M2E5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337029,0036341873,PICTON,ON,K0K2T0,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337087,0036341972,AMHERSTBURG,ON,N9V1Z4,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337073,0004613410,FLIN FLON,MB,R8A1P2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337074,0002967651,SURREY,BC,V4N0B4,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336994,0011867900,OSHAWA,ON,L1G7X1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336979,0036341741,WELLAND,ON,L3C7A8,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336984,0018657510,NORTH BAY,ON,P1A1X6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336987,0033250143,VANCOUVER,BC,V6J4E6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337036,0013022611,SYDNEY,NS,B1P6X1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337063,0031026115,HAWK JUNCTION,ON,P0S1G0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337064,0032391583,SURREY,BC,V4N1R2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337405,0036342335,ETOBICOKE,ON,M9W2K2,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337484,0030963607,MISSISSAUGA,ON,L5B3Y7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337503,0036342749,VANCOUVER,BC,V6L1H3,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335182,0034810176,ALLISTON,ON,L9R1Z7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335183,0022615488,BURNABY,BC,V3N4J8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335186,0036336246,VANCOUVER,BC,V5W2A2,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335199,0006570402,EDMONTON,AB,T5Y2N5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335208,0013613310,ORILLIA,ON,L3V6H7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335212,0036336386,SURREY,BC,V4N3G5,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335300,0036339455,SHERWOOD,PE,C1A5R2,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335301,0001633767,BOLTON,ON,L7E3E3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335302,0002417566,BRAMPTON,ON,L6P1J2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335304,1255314674,SUDBURY,ON,P3B2N5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337000,0007911910,KITCHENER,ON,N2M2R4,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337001,1106939919,RED DEER,AB,T4N0K3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336997,0036341824,SCARBOROUGH,ON,M1W3N1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336999,1126887007,SURREY,BC,V3W6J8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336978,0023549223,NEW WESTMINSTER,BC,V3M6M6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336974,0025851569,REGINA,SK,S4V0M5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4336975,0031725831,MAPLE RIDGE,BC,V2W2E3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337162,0000719120,CORNWALL,ON,K6H3C3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337184,0034157990,CEDAR POINT,ON,L0K1C0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337205,0035332394,PORT COQUITLAM,BC,V3C1A3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335210,0022003552,NORTH YORK,ON,M3L2L9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337507,1254980558,SCARBOROUGH,ON,M1W3V5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337515,0036342756,MA-ME-O BEACH,AB,T0C1X0,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337520,0023563323,WALTON,NS,B0N2R0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4335305,0024822033,TORONTO,ON,M5P3B3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337569,1211537046,ONSLOW MOUNTAIN,NS,B6L6R9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337571,0020946554,OAKVILLE,ON,L6H2B1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337644,1143364980,SYDNEY,NS,B1R1R6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337302,0036342269,SEDDONS CORNER,MB,R0E1X0,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337402,0018955617,BAYFIELD,ON,N0M1G0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337389,0030292627,ETOBICOKE,ON,M8V3Y7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337392,0036342343,ETOBICOKE,ON,M9B1B5,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337296,0036342301,SASKATOON,SK,S7L6P6,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337089,1263780098,BRADFORD,ON,L3Z3C2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337122,1271104430,QUESNEL,BC,V2J2S3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337151,0008184988,MAPLE,ON,L6A1L5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337659,1108391804,COURTICE,ON,L1E1E4,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337664,0036342764,WHISTLER,BC,V0N1B7,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337667,1134045291,ROTHESAY,NB,E2H1P8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337668,0036342772,LANGLEY,BC,V2Y2Z9,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337669,0028546521,WINNIPEG,MB,R3T0A6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337671,0035227792,PORT COQUITLAM,BC,V3B6R7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337672,0036342806,KELOWNA,BC,V1V1T1,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337630,0036342590,THORNHILL,ON,L4J7W9,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337633,0036342665,KINCARDINE,ON,N2Z2N2,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337636,1106211418,DELTA,BC,V4M2A8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337623,0034529172,SUDBURY,ON,P3E2G4,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337626,0036216158,PORT ALBERNI,BC,V9Y8M5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337626,0036216158,PORT ALBERNI,BC,V9Y8M5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337577,0036342558,CAPREOL,ON,P0M1H0,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337592,0012775961,CRANBROOK,BC,V1C2X7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337601,1214847111,SCARBOROUGH,ON,M1V5A1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337595,0001094572,ANTIGONISH,NS,B2G2L1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337649,1232783686,MISSISSAUGA,ON,L5E2H6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337650,0001715309,SURREY,BC,V3R0W2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337647,0003917218,VANCOUVER,BC,V6B1J6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337648,0036342640,INNISFIL,ON,L9S1W1,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337697,0019247477,FREDERICTON,NB,E3B5A2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337719,0036342970,ST CATHARINES,ON,L2R7G9,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337726,1273623825,GEORGETOWN,ON,L7G4M6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337727,0033297029,NORTH YORK,ON,M3M2P6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337720,0036342962,NORTH VANCOUVER,BC,V7L1C1,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337725,0036343085,BARRIE,ON,L4M5G1,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337679,0036342855,MILDMAY,ON,N0G2J0,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337681,0034984013,SCARBOROUGH,ON,M1K4P7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337682,0026589077,SPLIT LAKE,MB,R0B1P0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337676,0008478505,ETOBICOKE,ON,M8V3X6,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337677,1238011777,CALGARY,AB,T2R0N7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337689,0027758200,SCARBOROUGH,ON,M1J3K2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337684,0035389527,WENDOVER,ON,K0A3K0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337686,0009889494,RIDGEWAY,ON,L0S1N0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337688,0007073455,FONTHILL,ON,L0S1E2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337656,0036342723,THORNHILL,ON,L3T2V8,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337652,0036342699,NORTH VANCOUVER,BC,V7G2N1,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337657,0028626224,AIR RONGE,SK,S0J3G0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337653,0019460039,CAMPBELL RIVER,BC,V9W6W5,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337654,0004151411,NORTH YORK,ON,M2M1Z8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337743,0027466218,NORTH YORK,ON,M6L1B1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337704,0036342921,CONCORD,ON,L4K3R6,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337708,0036210557,ELPHINSTONE,MB,R0J0N0,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337700,0036342848,ETOBICOKE,ON,M9C1R5,Y,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337701,0036342277,VICTORIA,BC,V9B6S3,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337709,0024342966,STONY PLAIN,AB,T7Z1X2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337710,0005284468,YORK,ON,M6N5A9,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337717,0025343344,KELOWNA,BC,V1Y7J1,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337711,0019656651,ORLEANS,ON,K1W1E2,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337714,0024347056,PENTICTON,BC,V2A9A7,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337559,0032995896,AURORA,ON,L4G6P8,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
R4337564,0029336161,DELTA,BC,V4M1L4,N,REGULAR,"1,299.99",601535,"ACER ASPIRE 16"" MULTIMEDIA NOTEBOOK COMPUTER",EC90,1
